id,title,vote_average,overview,revenue,release_date
9476,A Knight's Tale,6.8,"William Thather, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",117487473,2001-05-11
10706,Mimic 2,5.3,"When a cockroach-spread plague threatened to decimate the child population of New York City in the original Mimic, biologist Susan Tyler and her research associates developed a species of ""Judas"" bugs and introduced them into the environment, where they were to ""mimic"" the diseased roaches and infiltrate their grubby habitats. The plan worked until the bugs evolved to mimic their next prey.....humans! Just when they were all thought to be dead, the giant cockroaches are back, and this time they've mutated to take on human form!",0,2001-07-17
12589,Jimmy Neutron: Boy Genius,5.9,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",80936232,2001-12-21
11371,The Score,6.7,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,113579918,2001-07-13
12508,Rock Star,6.6,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",16991902,2001-09-04
37632,The Order,4.9,"When Rudy, an artifacts smuggler, goes to Jerusalem to rescue his kidnapped archeologist father, he faces deportation by a scheming police chief. Now, to find his dad and recover a sacred scroll, he'll have to outwit officials and a ruthless sect. With the help of a beautiful Israeli cop, Rudy battles a faction of religious zealots determined to see a holy war at all costs.",0,2001-12-10
10829,Tremors 3: Back to Perfection,5.7,"Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs.",0,2001-10-02
1018,Mulholland Drive,7.8,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",20117339,2001-06-06
14543,The Matrix Revisited,6.9,The film goes behind the scenes of the 1999 sci-fi movie The Matrix.,0,2001-11-19
824,Moulin Rouge!,7.6,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",179213434,2001-05-24
53501,Shark Hunter,4.4,"The Megalodon shark. A prehistoric killing machine 60 feet long, flashing 200 pounds of teeth and weighing over 20 tons. It's the deadliest predator the world has ever seen. The scientists say it's been extinct for more than 10,000 years. The scientists are wrong. In the darkness of the deep, an underwater research station has been viciously destroyed. Now a tough team of daring divers led by Spencer Northcutt [Antonio Sabato Jr. ""Melrose Place""] is taking an experimental sub to war. It's killer instinct vs. sophisticated technology, deadly jaws vs. harpoon-tipped torpedoes, mega-shark vs. modern man is a thrilling extreme deep sea fight to the death.",0,2001-10-01
9428,The Royal Tenenbaums,7.5,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",71441250,2001-10-05
9081,Waking Life,7.6,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",3176880,2001-10-19
9889,Shallow Hal,6.1,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",141069860,2001-11-01
10984,Valentine,5.4,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,16300000,2001-02-02
2018,The Wedding Planner,5.9,"San Francisco's premiere wedding planner, Mary Fiore is rescued from an accident by the man of her dreams, paediatrician Steve Edison, only to find he is the fiancé of her latest client. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",94728529,2001-01-26
167,K-PAX,7.2,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",50315140,2001-10-22
9705,Swordfish,6.2,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",147080413,2001-06-07
19366,Josie and the Pussycats,5.5,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",0,2001-04-06
10956,Joe Dirt,5.6,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",30987695,2001-04-10
28308,The Body,5.5,"An ancient skeleton has been discovered in Jerusalem in a rich man's tomb. Colouration of the wrist and leg bones indicates the cause of death was crucifiction. other signs, include a gold coin bearing the marks of Pontius Pilate and faint markings around the skull, lead authorities to suspect that these could be the bones of Jesus Christ. Politicians, clerics, religious extremists and those using terror as a means to an end, find their beliefs and identities tested while risking their lives to unearth the truth.....",0,2001-04-13
